ID	latitude	longitude	date	Source
411	35.474297	-119.722769	12/14/17	JT_CA33
412	35.474297	-119.722769	12/14/17	JT_CA33
413	35.474297	-119.722769	1/18/18	JT_CA33
414	35.474297	-119.722769	1/18/18	JT_CA33
415	35.474297	-119.722769	2/15/18	JT_CA33
416	35.474297	-119.722769	2/15/18	JT_CA33
417	35.474297	-119.722769	2/15/18	JT_CA33
418	35.474297	-119.722769	2/15/18	JT_CA33
419	35.474297	-119.722769	2/15/18	JT_CA33
420	35.474297	-119.722769	2/15/18	JT_CA33
421	35.474297	-119.722769	2/15/18	JT_CA33
422	35.474297	-119.722769	2/15/18	JT_CA33
423	35.474297	-119.722769	3/17/18	JT_CA33
424	35.474297	-119.722769	3/17/18	JT_CA33
425	35.474297	-119.722769	3/17/18	JT_CA33
426	35.474297	-119.722769	3/17/18	JT_CA33
427	35.474297	-119.722769	3/17/18	JT_CA33
428	35.474297	-119.722769	3/17/18	JT_CA33
429	35.474297	-119.722769	3/17/18	JT_CA33
430	35.474297	-119.722769	3/17/18	JT_CA33
431	35.474297	-119.722769	3/17/18	JT_CA33
432	35.474297	-119.722769	3/17/18	JT_CA33
433	35.474297	-119.722769	3/17/18	JT_CA33
434	35.474297	-119.722769	3/17/18	JT_CA33
435	35.474297	-119.722769	4/19/18	JT_CA33
436	35.474297	-119.722769	4/19/18	JT_CA33
437	35.474297	-119.722769	4/19/18	JT_CA33
438	35.474297	-119.722769	4/19/18	JT_CA33
439	35.474297	-119.722769	4/19/18	JT_CA33
440	35.474297	-119.722769	4/19/18	JT_CA33
441	35.474297	-119.722769	4/19/18	JT_CA33
442	35.474297	-119.722769	4/19/18	JT_CA33
443	35.474297	-119.722769	5/17/18	JT_CA33
444	35.474297	-119.722769	5/17/18	JT_CA33
445	35.474297	-119.722769	5/17/18	JT_CA33
446	35.474297	-119.722769	5/17/18	JT_CA33
447	35.474297	-119.722769	5/17/18	JT_CA33
448	35.474297	-119.722769	5/17/18	JT_CA33
449	35.474297	-119.722769	5/17/18	JT_CA33
450	35.474297	-119.722769	5/17/18	JT_CA33
451	35.474297	-119.722769	5/17/18	JT_CA33
452	35.474297	-119.722769	6/19/18	JT_CA33
453	35.474297	-119.722769	6/19/18	JT_CA33
454	35.474297	-119.722769	6/19/18	JT_CA33
455	35.474297	-119.722769	6/19/18	JT_CA33
456	35.474297	-119.722769	6/19/18	JT_CA33
457	35.474297	-119.722769	6/19/18	JT_CA33
458	35.474297	-119.722769	6/19/18	JT_CA33
459	35.474297	-119.722769	6/19/18	JT_CA33
460	35.474297	-119.722769	6/19/18	JT_CA33
461	35.474297	-119.722769	6/19/18	JT_CA33
462	35.474297	-119.722769	6/19/18	JT_CA33
463	35.474297	-119.722769	8/23/18	JT_CA33
464	35.474297	-119.722769	8/23/18	JT_CA33
